INFO 2023-11-30 02:01:27,027  8708  Watching for file changes with StatReloader
WARNING 2023-11-30 03:05:32,052  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:06:08,783  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:06:10,226  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
INFO 2023-11-30 03:06:38,312  14852  Watching for file changes with StatReloader
WARNING 2023-11-30 03:06:39,821  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:06:41,527  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
INFO 2023-11-30 03:07:13,909  22900  Watching for file changes with StatReloader
WARNING 2023-11-30 03:07:15,366  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:07:17,031  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
INFO 2023-11-30 03:07:35,938  18036  Watching for file changes with StatReloader
WARNING 2023-11-30 03:07:37,433  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:07:39,527  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:07:46,379  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:08:27,440  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:08:29,643  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:08:33,134  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:08:35,367  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:08:37,233  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:08:38,701  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:08:40,699  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:08:44,648  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:08:46,704  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:08:48,869  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:08:51,134  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:08:57,746  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:10:18,646  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:10:20,240  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:10:21,425  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:10:23,435  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:10:24,646  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:10:26,448  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:10:32,497  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:10:44,580  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:10:46,445  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:10:47,842  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:10:50,608  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:11:40,573  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:11:46,514  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:11:51,965  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
INFO 2023-11-30 03:13:38,600  21164  Watching for file changes with StatReloader
WARNING 2023-11-30 03:13:40,154  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:13:46,171  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
INFO 2023-11-30 03:14:17,356  7096  Watching for file changes with StatReloader
WARNING 2023-11-30 03:14:22,592  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:14:26,416  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:14:28,302  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:15:32,534  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:15:49,340  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:16:01,079  5332  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
INFO 2023-11-30 03:16:28,101  5332  C:\Users\vkori\Desktop\Django2\ClimateActionFrontier_EmobilisProjectShowcasing\ClimateActionFrontier_EmobilisProjectShowcasing\settings.py changed, reloading.
INFO 2023-11-30 03:16:28,928  1248  Watching for file changes with StatReloader
INFO 2023-11-30 03:16:29,371  24320  Watching for file changes with StatReloader
WARNING 2023-11-30 03:16:31,017  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:16:31,033  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:16:31,067  1248  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:16:31,398  1248  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:16:33,857  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:16:33,861  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:16:36,730  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:16:36,738  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:16:42,392  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:16:42,392  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:16:45,070  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:16:45,070  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:16:46,947  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:16:46,947  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:16:50,476  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:16:50,479  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:16:56,272  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:16:56,275  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
INFO 2023-11-30 03:19:12,570  5156  Watching for file changes with StatReloader
WARNING 2023-11-30 03:19:14,647  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:19:14,661  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:19:14,695  1248  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:19:15,031  1248  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:19:20,832  1248  Not Found: /403
WARNING 2023-11-30 03:19:20,914  1248  Not Found: /static/app/assets/img/404.jpg
WARNING 2023-11-30 03:19:20,916  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:19:20,934  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:19:20,940  1248  Not Found: /static/app/assets/img/404.png
WARNING 2023-11-30 03:19:32,520  1248  Not Found: /40
WARNING 2023-11-30 03:19:32,588  1248  Not Found: /static/app/assets/img/404.jpg
WARNING 2023-11-30 03:19:32,592  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:19:32,609  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:19:32,622  1248  Not Found: /static/app/assets/img/404.png
WARNING 2023-11-30 03:19:36,102  1248  Not Found: /404
WARNING 2023-11-30 03:19:36,168  1248  Not Found: /static/app/assets/img/404.jpg
WARNING 2023-11-30 03:19:36,173  1248  Not Found: /static/app/assets/img/404.png
WARNING 2023-11-30 03:19:36,173  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:19:36,209  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:19:39,937  1248  Not Found: /404
WARNING 2023-11-30 03:19:39,992  1248  Not Found: /static/app/assets/img/404.jpg
WARNING 2023-11-30 03:19:39,992  1248  Not Found: /static/app/assets/img/404.png
WARNING 2023-11-30 03:19:40,004  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:19:40,040  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
INFO 2023-11-30 03:21:02,554  19812  Watching for file changes with StatReloader
WARNING 2023-11-30 03:21:04,238  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:21:04,268  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:21:04,306  1248  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:21:04,590  1248  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:21:08,491  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:21:08,495  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:21:11,202  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:21:11,206  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:21:14,908  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:21:14,910  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:21:33,439  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:21:33,439  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:22:01,709  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:22:01,713  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:22:08,591  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:22:08,592  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:22:13,649  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:22:13,654  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:22:14,834  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:22:14,839  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:22:15,582  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:22:15,586  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:22:16,297  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:22:16,303  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:22:26,502  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:22:26,509  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:22:31,955  1248  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:22:31,955  1248  Not Found: /static/app/assets/js/tweenmax.min.js a
INFO 2023-11-30 03:23:18,535  19564  Watching for file changes with StatReloader
WARNING 2023-11-30 03:23:23,850  19564  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:23:23,894  19564  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:23:23,946  19564  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:23:24,573  19564  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:23:25,854  19564  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:23:29,607  19564  Not Found: /static/admin/css/login.css
WARNING 2023-11-30 03:23:29,667  19564  Not Found: /static/admin/img/icon-yes.svg
WARNING 2023-11-30 03:23:29,715  19564  Not Found: /static/admin/img/icon-yes.svg
WARNING 2023-11-30 03:23:29,742  19564  Not Found: /favicon.ico
WARNING 2023-11-30 03:23:41,986  19564  Not Found: /static/admin/css/login.css
WARNING 2023-11-30 03:23:50,116  19564  Not Found: /static/admin/css/login.css
WARNING 2023-11-30 03:24:02,263  19564  Not Found: /static/admin/css/login.css
INFO 2023-11-30 03:24:53,826  2216  Watching for file changes with StatReloader
WARNING 2023-11-30 03:24:56,015  2216  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:24:56,022  2216  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:24:56,055  2216  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:24:56,369  2216  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:24:59,178  2216  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:24:59,182  2216  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:25:12,552  2216  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:25:12,597  2216  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:25:12,645  2216  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:25:12,773  2216  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:25:19,554  2216  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:25:19,558  2216  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:25:32,106  2216  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:25:32,110  2216  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:25:53,443  2216  Not Found: /static/admin/css/login.css
WARNING 2023-11-30 03:25:53,484  2216  Not Found: /static/admin/img/icon-yes.svg
WARNING 2023-11-30 03:25:53,526  2216  Not Found: /static/admin/img/icon-yes.svg
WARNING 2023-11-30 03:26:10,605  2216  Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2023-11-30 03:26:10,610  2216  Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2023-11-30 03:26:10,616  2216  Not Found: /static/admin/img/search.svg
WARNING 2023-11-30 03:26:10,620  2216  Not Found: /static/admin/img/icon-yes.svg
WARNING 2023-11-30 03:26:22,591  2216  Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2023-11-30 03:26:22,591  2216  Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2023-11-30 03:26:43,092  2216  Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2023-11-30 03:26:43,095  2216  Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2023-11-30 03:26:43,097  2216  Not Found: /static/admin/js/SelectFilter2.js
WARNING 2023-11-30 03:26:43,102  2216  Not Found: /static/admin/js/SelectBox.js
WARNING 2023-11-30 03:26:43,136  2216  Not Found: /static/admin/img/icon-yes.svg
WARNING 2023-11-30 03:26:43,202  2216  Not Found: /static/admin/img/icon-yes.svg
WARNING 2023-11-30 03:27:31,008  2216  Not Found: /static/admin/img/icon-yes.svg
WARNING 2023-11-30 03:27:52,451  2216  Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2023-11-30 03:27:52,471  2216  Not Found: /static/admin/js/SelectBox.js
WARNING 2023-11-30 03:27:52,481  2216  Not Found: /static/admin/js/SelectFilter2.js
WARNING 2023-11-30 03:27:52,485  2216  Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2023-11-30 03:28:06,271  2216  Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2023-11-30 03:28:06,286  2216  Not Found: /static/admin/js/SelectBox.js
WARNING 2023-11-30 03:28:06,290  2216  Not Found: /static/admin/js/SelectFilter2.js
WARNING 2023-11-30 03:28:06,297  2216  Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2023-11-30 03:28:15,142  2216  Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2023-11-30 03:28:15,151  2216  Not Found: /static/admin/img/icon-yes.svg
WARNING 2023-11-30 03:28:15,153  2216  Not Found: /static/admin/img/search.svg
WARNING 2023-11-30 03:28:15,166  2216  Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2023-11-30 03:28:15,184  2216  Not Found: /static/admin/img/icon-yes.svg
WARNING 2023-11-30 03:28:19,921  2216  Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2023-11-30 03:28:19,922  2216  Not Found: /static/admin/js/SelectFilter2.js
WARNING 2023-11-30 03:28:19,929  2216  Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2023-11-30 03:28:19,933  2216  Not Found: /static/admin/js/SelectBox.js
WARNING 2023-11-30 03:28:28,992  2216  Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2023-11-30 03:28:29,003  2216  Not Found: /static/admin/js/vendor/jquery/jquery.min.js
INFO 2023-11-30 03:29:01,705  2216  C:\Users\vkori\Desktop\Django2\ClimateActionFrontier_EmobilisProjectShowcasing\mainapp\models.py changed, reloading.
INFO 2023-11-30 03:29:02,563  12960  Watching for file changes with StatReloader
WARNING 2023-11-30 03:29:43,580  12960  Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2023-11-30 03:29:43,582  12960  Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2023-11-30 03:29:55,652  12960  Not Found: /static/admin/css/login.css
WARNING 2023-11-30 03:30:06,025  12960  Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2023-11-30 03:30:06,029  12960  Not Found: /static/admin/img/search.svg
WARNING 2023-11-30 03:30:06,036  12960  Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2023-11-30 03:30:06,040  12960  Not Found: /static/admin/img/icon-yes.svg
WARNING 2023-11-30 03:30:09,168  12960  Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2023-11-30 03:30:09,171  12960  Not Found: /static/admin/js/SelectBox.js
WARNING 2023-11-30 03:30:09,174  12960  Not Found: /static/admin/js/SelectFilter2.js
WARNING 2023-11-30 03:30:09,178  12960  Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2023-11-30 03:30:53,919  12960  Not Found: /static/admin/img/icon-yes.svg
WARNING 2023-11-30 03:30:53,937  12960  Not Found: /static/admin/img/search.svg
WARNING 2023-11-30 03:30:53,947  12960  Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2023-11-30 03:30:53,951  12960  Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2023-11-30 03:30:53,979  12960  Not Found: /static/admin/img/icon-yes.svg
WARNING 2023-11-30 03:31:01,058  12960  Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2023-11-30 03:31:01,068  12960  Not Found: /static/admin/img/search.svg
WARNING 2023-11-30 03:31:01,072  12960  Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2023-11-30 03:31:03,021  12960  Not Found: /static/admin/img/search.svg
WARNING 2023-11-30 03:31:03,025  12960  Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2023-11-30 03:31:03,035  12960  Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2023-11-30 03:31:04,383  12960  Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2023-11-30 03:31:04,386  12960  Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2023-11-30 03:31:04,388  12960  Not Found: /static/admin/js/SelectFilter2.js
WARNING 2023-11-30 03:31:04,401  12960  Not Found: /static/admin/js/SelectBox.js
WARNING 2023-11-30 03:31:10,763  12960  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:31:10,780  12960  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:31:10,817  12960  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:31:11,137  12960  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:31:12,432  12960  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:31:12,435  12960  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:31:15,874  12960  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:31:15,880  12960  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:31:17,407  12960  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:31:17,413  12960  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:31:32,263  12960  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:31:32,266  12960  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:31:32,270  12960  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:31:32,439  12960  Not Found: /static/app/ assets/img/team/team-shape-2.png
WARNING 2023-11-30 03:31:34,703  12960  Not Found: /cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js
WARNING 2023-11-30 03:31:34,709  12960  Not Found: /static/app/assets/js/tweenmax.min.js a
WARNING 2023-11-30 03:31:36,182  12960  Forbidden (Permission denied): /search
Traceback (most recent call last):
  File "C:\Users\vkori\Desktop\Django2\ClimateActionFrontier_EmobilisProjectShowcasing\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\vkori\Desktop\Django2\ClimateActionFrontier_EmobilisProjectShowcasing\venv\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
